,objID,class,g,i,r,u,z,Predicted Class
2200,1237648704040272071,STAR,19.71372,17.79103,18.41613,21.9879,17.43972,NQSO
2201,1237648704040272080,STAR,18.98961,18.13703,18.29736,20.78848,18.0419,NQSO
2202,1237648704041517194,GALAXY,18.17465,16.70477,17.14613,19.95211,16.37723,NQSO
2203,1237648704041517189,STAR,19.01247,18.42023,18.59003,19.93444,18.36778,NQSO
2204,1237648704041517186,GALAXY,17.68159,16.08458,16.53681,19.75989,15.72127,NQSO
2205,1237648704041517178,STAR,17.41861,16.74993,16.93038,18.65965,16.70262,NQSO
2206,1237648704040861855,QSO,19.79991,19.23185,19.24525,19.74717,19.25942,QSO
2207,1237648704040861844,STAR,21.32426,20.85453,20.8504,23.99159,20.25908,NQSO
2208,1237648704040861840,QSO,19.23699,18.9337,18.99208,19.37045,18.88877,QSO
2209,1237648704040861714,STAR,19.13062,18.38981,18.59329,20.37038,18.26198,NQSO
2210,1237648704040730821,GALAXY,17.97391,16.68635,17.17748,19.45165,16.39936,NQSO
2211,1237648704040730816,GALAXY,20.13002,17.88188,18.49354,23.4273,17.57512,NQSO
2212,1237648704040730807,QSO,19.88933,19.47554,19.54487,20.95365,19.11256,NQSO
2213,1237648704040665858,GALAXY,22.22193,19.62877,20.88054,24.09906,19.05268,NQSO
2214,1237648704040665696,STAR,21.09385,20.64079,20.80851,22.34592,20.34908,NQSO
2215,1237648704040468676,GALAXY,18.16805,17.07848,17.46061,19.21611,16.88723,NQSO
2216,1237648704040468669,GALAXY,18.33125,17.10601,17.51051,19.30446,16.85279,NQSO
2217,1237648704040468662,GALAXY,18.15201,16.72634,17.24357,19.99677,16.35483,NQSO
2218,1237648704040468655,STAR,19.23248,16.90863,17.79698,21.72485,16.42892,NQSO
2219,1237648704040468619,STAR,18.11599,15.87721,16.65446,20.69791,15.42737,NQSO
2220,1237648704040468615,STAR,18.91504,16.98129,17.5985,21.39744,16.60786,NQSO
2221,1237648704040468484,STAR,17.77649,17.4196,17.47822,18.69441,17.34867,NQSO
2222,1237648704040337868,GALAXY,21.51138,19.50412,20.26986,21.97529,19.09505,NQSO
2223,1237648704040337466,STAR,15.72396,15.21082,15.35649,16.74271,15.13628,NQSO
2224,1237648704040272489,GALAXY,21.85211,19.10721,20.1215,22.66057,18.45761,NQSO
2225,1237648704040272361,STAR,21.72265,20.90523,21.22651,24.13526,20.62489,NQSO
2226,1237648704041713771,STAR,19.18406,19.68499,19.47419,19.60286,20.07233,NQSO
2227,1237648704041713764,GALAXY,18.17829,16.73038,17.15875,20.33185,16.37619,NQSO
2228,1237648704041255162,GALAXY,20.6086,18.28374,18.90247,22.59666,17.82067,NQSO
2229,1237648704041124111,STAR,21.19965,20.83013,20.93347,21.9344,20.30387,QSO
2230,1237648704040468576,STAR,16.61079,16.02581,16.16437,17.8041,15.95671,NQSO
2231,1237648704041910676,GALAXY,22.24119,19.67733,20.52923,24.0337,19.27379,NQSO
2232,1237648704041910651,STAR,20.23806,20.11238,20.06891,21.26281,20.17516,NQSO
2233,1237648704041910497,STAR,20.18225,19.38313,19.58595,21.51758,19.32236,NQSO
2234,1237648704041910479,GALAXY,18.44445,17.18647,17.57772,19.72116,16.86387,NQSO
2235,1237648704041910463,QSO,20.06294,20.08855,19.97757,20.64684,19.76883,QSO
2236,1237648704041910457,QSO,19.67181,19.1986,19.27572,22.68575,19.22312,NQSO
2237,1237648704041910346,STAR,17.29545,16.45606,16.67028,18.90813,16.34928,NQSO
2238,1237648704041910342,STAR,16.84209,16.35394,16.47728,17.90736,16.32675,NQSO
2239,1237648704041910338,STAR,16.0251,15.5265,15.64313,17.1392,15.4969,NQSO
2240,1237648704041910318,STAR,16.60068,15.86603,16.05823,18.09609,15.81834,NQSO
2241,1237648704041910299,STAR,20.12789,18.27047,19.0416,20.44774,17.85113,NQSO
2242,1237648704041845061,STAR,21.30135,21.07396,20.96776,22.08584,20.88698,NQSO
2243,1237648704041844896,STAR,19.59306,18.74641,18.896,20.98645,18.62729,NQSO
2244,1237648704041844891,GALAXY,18.73443,17.13866,17.60795,20.99936,16.78155,NQSO
2245,1237648704041844846,GALAXY,20.99052,18.49557,19.28279,22.9748,18.30041,NQSO
2246,1237648704041844842,GALAXY,17.55233,15.90806,16.39902,19.69504,15.56769,NQSO
2247,1237648704041844812,STAR,18.57758,18.27688,18.36506,19.48419,18.31402,NQSO
2248,1237648704041844767,GALAXY,16.61269,15.59383,15.94747,18.11581,15.32936,NQSO
2249,1237648704041844740,STAR,16.25958,15.88746,15.99217,17.20754,15.88112,NQSO
2250,1237648704041779963,STAR,21.47012,20.9262,20.99086,22.91096,20.74291,NQSO
2251,1237648704041779952,GALAXY,20.44318,18.12499,18.71434,23.40976,17.67782,NQSO
2252,1237648704041779886,GALAXY,22.37938,19.6384,20.5309,23.33394,19.20655,NQSO
2253,1237648704041779881,QSO,21.70373,19.62707,20.50469,22.94432,19.37482,NQSO
2254,1237648704041779694,GALAXY,21.14543,19.4324,19.83162,21.88087,19.20291,NQSO
2255,1237648704041779692,QSO,22.82127,21.5842,21.50414,24.69456,21.54553,NQSO
2256,1237648704041779619,STAR,20.34471,19.69254,19.82891,21.48776,19.45999,NQSO
2257,1237648704041779583,GALAXY,22.34016,19.54195,20.48374,24.58487,19.00363,NQSO
2258,1237648704041779486,STAR,19.41642,19.03079,19.1143,20.28045,18.9652,NQSO
2259,1237648704041779452,STAR,19.50797,18.96701,19.08544,20.30275,18.86613,NQSO
2260,1237648704041779450,STAR,19.73722,19.33028,19.44703,20.45861,19.34969,NQSO
2261,1237648704041779439,GALAXY,18.64512,16.95646,17.4265,20.86333,16.59904,NQSO
2262,1237648704041779417,GALAXY,18.30449,16.89646,17.30095,20.25347,16.56266,NQSO
2263,1237648704041779403,GALAXY,18.04416,16.7076,17.09085,19.89993,16.39558,NQSO
2264,1237648704041779294,STAR,18.23861,17.64887,17.81143,19.4727,17.60911,NQSO
2265,1237648704041779281,STAR,16.55886,15.71685,15.97855,17.95116,15.58599,NQSO
2266,1237648704041779251,STAR,17.31376,16.42135,16.70973,18.72033,16.27131,NQSO
2267,1237648704041714404,GALAXY,22.06862,21.28544,21.5981,24.8468,21.25735,NQSO
2268,1237648704041714183,GALAXY,22.59654,19.74949,20.83771,24.64634,19.26114,NQSO
2269,1237648704041714146,GALAXY,21.29075,18.81254,19.62978,22.96254,18.39479,NQSO
2270,1237648704041714064,GALAXY,21.38932,18.91458,19.83469,22.27528,18.38141,NQSO
2271,1237648704041713919,GALAXY,20.46273,18.06206,18.66142,22.05693,17.69991,NQSO
2272,1237648704041713840,GALAXY,16.46693,14.96505,15.41218,18.63549,14.61283,NQSO
2273,1237648704041713811,GALAXY,18.37557,16.98935,17.41319,20.17237,16.66793,NQSO
2274,1237648704041713808,GALAXY,18.01341,16.52236,16.96642,20.02465,16.13686,NQSO
2275,1237648704041713785,GALAXY,17.66538,16.71934,17.00082,19.34182,16.48099,NQSO
2276,1237648704041713773,STAR,17.82774,16.96279,17.22333,19.43139,16.87343,NQSO
2277,1237648704042041478,GALAXY,18.1374,17.14025,17.49243,19.38719,16.89979,NQSO
2278,1237648704042041513,GALAXY,19.02682,18.18361,18.43561,20.35209,18.06935,NQSO
2279,1237648704041648681,GALAXY,21.01001,18.85045,19.50152,22.81348,18.4206,NQSO
2280,1237648704041648670,GALAXY,21.99109,19.57889,20.62843,24.57386,19.16796,NQSO
2281,1237648704041648617,GALAXY,21.7734,19.40082,20.19947,22.85579,19.0002,NQSO
2282,1237648704041648547,GALAXY,21.18436,18.70364,19.35123,23.66501,18.33576,NQSO
2283,1237648704041648426,STAR,20.51426,20.29099,20.27667,21.81083,20.49825,NQSO
2284,1237648704041648378,GALAXY,20.54748,18.16658,18.75443,23.99453,17.73486,NQSO
2285,1237648704041648308,GALAXY,20.65172,18.35154,18.95791,24.29983,17.9448,NQSO
2286,1237648704041648255,STAR,17.00985,16.20849,16.45423,18.34613,16.08167,NQSO
2287,1237648704041648230,QSO,18.94926,18.79788,18.81706,19.09433,18.32984,QSO
2288,1237648704041648131,STAR,15.45777,14.65483,14.85249,16.99398,14.59267,NQSO
2289,1237648704041583146,GALAXY,20.99792,18.39531,19.06868,24.023,17.94688,NQSO
2290,1237648704041582784,GALAXY,20.0237,17.83305,18.41286,23.36421,17.44647,NQSO
2291,1237648704041582782,GALAXY,21.06187,18.60028,19.21606,23.30303,18.28007,NQSO
2292,1237648704041582760,STAR,19.76661,19.11984,19.3156,20.79742,19.10619,NQSO
2293,1237648704041582646,STAR,19.15552,18.56978,18.75653,20.05729,18.49331,NQSO
2294,1237648704041582645,STAR,15.29287,14.52652,14.74618,16.80271,14.45103,NQSO
2295,1237648704041582632,STAR,17.198,16.52077,16.70022,18.60255,16.46147,NQSO
2296,1237648704041582597,STAR,17.07941,16.79132,16.87523,17.99691,16.77979,NQSO
2297,1237648704041517412,STAR,21.63295,20.91886,21.15065,24.00336,21.0435,NQSO
2298,1237648704041517220,STAR,19.0793,18.22264,18.45358,20.44116,18.06366,NQSO
2299,1237648704041975848,STAR,17.01123,16.17487,16.40776,18.53561,16.05083,NQSO
2300,1237648704041975853,STAR,18.80291,19.44032,19.13549,18.94217,19.72953,NQSO
2301,1237648704041517062,STAR,17.10536,16.63788,16.78986,18.0683,16.60825,NQSO
2302,1237648704041517060,GALAXY,22.05684,19.52647,20.35108,24.91032,19.26256,NQSO
2303,1237648704041451851,STAR,20.45883,20.23726,20.25872,21.55516,20.20772,NQSO
2304,1237648704041451688,GALAXY,17.60725,16.67363,17.00784,18.78115,16.47247,NQSO
2305,1237648704041451669,GALAXY,18.81584,17.1589,17.64012,20.94914,16.78056,NQSO
2306,1237648704041451668,GALAXY,17.6344,15.96566,16.41409,20.07802,15.60781,NQSO
2307,1237648704041451660,GALAXY,17.69272,16.0462,16.49109,19.86645,15.66596,NQSO
2308,1237648704041451619,STAR,16.50645,16.05311,16.153,17.49821,16.0278,NQSO
2309,1237648704041451609,STAR,16.847,15.86509,16.12733,18.70601,15.71564,NQSO
2310,1237648704041451581,GALAXY,17.807,16.153,16.60958,19.88299,15.75663,NQSO
2311,1237648704041451580,STAR,15.66611,14.96894,15.1471,17.07049,14.89313,NQSO
2312,1237648721235345641,GALAXY,20.47015,18.1558,18.71953,22.58903,17.69512,NQSO
2313,1237648721235345468,STAR,19.64677,19.06584,19.04196,20.40276,18.94428,NQSO
2314,1237648721235083677,GALAXY,22.05848,21.45087,21.69996,23.50059,21.01872,NQSO
2315,1237648721235083374,GALAXY,17.57692,16.63594,16.98389,19.00431,16.4136,NQSO
2316,1237648721235018613,GALAXY,23.69494,19.65216,21.12226,25.69301,18.98523,NQSO
2317,1237648721235017967,STAR,20.26547,19.96399,20.01746,21.00156,19.86805,NQSO
2318,1237648721234952511,STAR,20.9943,20.60158,20.60463,21.77676,20.31917,NQSO
2319,1237648721234952335,GALAXY,19.36481,18.72179,19.01348,20.00301,18.95983,NQSO
2320,1237648721234952318,STAR,18.86999,18.34465,18.48824,19.92706,18.28101,NQSO
2321,1237648721234821325,QSO,19.94095,19.36522,19.47679,20.64365,19.16735,NQSO
2322,1237648721234821254,STAR,16.47636,15.20389,15.4882,19.1595,15.00156,NQSO
2323,1237648721234755835,STAR,18.54555,17.73696,17.96476,20.23589,17.62387,NQSO
2324,1237648721234755827,GALAXY,17.51632,16.30672,16.69301,19.24838,16.00416,NQSO
2325,1237648721234755618,GALAXY,18.08266,16.75593,17.18795,20.36614,16.42496,NQSO
2326,1237648721234690222,GALAXY,18.38828,17.07144,17.46819,20.05654,16.74161,NQSO
2327,1237648721234690208,GALAXY,18.01414,16.74384,17.15031,19.9284,16.42025,NQSO
2328,1237648721234690099,STAR,16.57259,15.69698,15.94469,18.3002,15.58399,NQSO
2329,1237648721234559123,GALAXY,21.71027,19.3588,20.13166,24.01426,18.82604,NQSO
2330,1237648721234493721,QSO,20.6075,20.39154,20.84656,21.02378,20.21687,QSO
2331,1237648721234493629,STAR,19.7926,19.10872,19.2793,21.32982,19.08992,NQSO
2332,1237648721234493574,STAR,19.62159,18.97717,19.10742,20.86625,18.9284,NQSO
2333,1237648721234493558,STAR,16.16727,15.40911,15.638,17.69099,15.29818,NQSO
2334,1237648721234493550,STAR,17.46646,17.00735,17.14871,18.54621,16.9883,NQSO
2335,1237648721234428093,GALAXY,18.29326,16.78224,17.21503,20.31557,16.4232,NQSO
2336,1237648721234428001,STAR,16.40033,15.79845,15.94032,17.80354,15.74603,NQSO
2337,1237648721234427992,GALAXY,25.11253,18.26167,18.41457,24.40362,22.82333,NQSO
2338,1237648721234427974,STAR,15.44784,14.43892,14.72271,17.28182,14.29076,NQSO
2339,1237648721234296885,STAR,18.17252,18.09863,18.08698,19.29467,18.12893,NQSO
2340,1237648721234296877,STAR,17.53857,17.16082,17.27352,18.53723,17.13651,NQSO
2341,1237648721236591216,GALAXY,21.80257,19.19644,20.20718,23.29173,18.64487,NQSO
2342,1237648721235214346,STAR,16.74357,15.99242,16.19691,18.14532,15.92313,NQSO
2343,1237648721234952530,QSO,21.4536,21.25773,21.33477,22.10028,21.3833,NQSO
2344,1237648721234952353,GALAXY,18.27031,16.65236,17.12963,20.38915,16.24629,NQSO
2345,1237648721234690566,GALAXY,21.59229,19.1981,19.99466,25.97067,18.77674,NQSO
2346,1237648721234624744,GALAXY,18.05468,16.96069,17.31601,19.53892,16.68165,NQSO
2347,1237648721234624738,STAR,17.81489,16.47246,16.8281,20.14981,16.28231,NQSO
2348,1237648721235214514,GALAXY,19.39007,17.3965,17.92323,21.40936,17.05803,NQSO
2349,1237648721234822108,GALAXY,22.65164,19.5449,20.6809,25.19617,18.98737,NQSO
2350,1237648721237246319,QSO,21.74644,21.61088,21.71347,22.04898,21.2715,QSO
2351,1237648721237246260,QSO,20.85818,20.81584,20.8325,21.36017,20.39446,QSO
2352,1237648721237246206,GALAXY,19.52139,17.53106,18.1228,21.68344,17.02831,NQSO
2353,1237648721237246194,GALAXY,21.58717,19.12523,19.93452,24.37863,18.64835,NQSO
2354,1237648721237246184,GALAXY,18.08355,17.084,17.44001,19.16535,16.84365,NQSO
2355,1237648721237246130,GALAXY,22.54267,19.18027,20.47073,25.52505,18.54299,NQSO
2356,1237648721237246110,GALAXY,18.00862,16.97822,17.3673,19.90229,16.72331,NQSO
2357,1237648721237181170,GALAXY,22.44676,19.70921,20.7745,24.96968,19.22225,NQSO
2358,1237648721237181120,STAR,21.5745,21.47672,21.64392,22.69928,23.28936,NQSO
2359,1237648721237181118,QSO,20.93438,20.65278,20.61643,24.43389,20.65142,NQSO
2360,1237648721237180908,GALAXY,21.92295,19.33315,20.1883,26.52997,18.69453,NQSO
2361,1237648721237180761,GALAXY,21.60815,18.8043,19.63641,25.04786,18.35428,NQSO
2362,1237648721237180724,GALAXY,20.32954,18.10102,18.6911,22.62156,17.74762,NQSO
2363,1237648721237180670,GALAXY,17.77156,17.0516,17.40355,18.80349,16.96857,NQSO
2364,1237648721237180439,STAR,16.76588,16.9298,16.85166,17.94134,17.02444,NQSO
2365,1237648721237115496,GALAXY,21.89524,19.34987,20.15012,22.21685,19.0031,NQSO
2366,1237648721237115456,QSO,22.04628,22.27122,21.89207,23.39723,22.24895,NQSO
2367,1237648721237115408,STAR,22.21598,21.75961,21.85787,25.08161,21.62248,NQSO
2368,1237648721237115248,GALAXY,20.9645,18.38155,19.01617,23.4322,17.98226,NQSO
2369,1237648721237115148,STAR,21.28838,21.02135,20.91492,23.23856,20.79657,NQSO
2370,1237648721237115115,GALAXY,20.48875,17.97948,18.63027,23.55196,17.61334,NQSO
2371,1237648721237115043,GALAXY,23.22312,19.41257,20.51641,24.49927,19.13021,NQSO
2372,1237648721237115019,GALAXY,18.30423,17.45,17.80773,19.34445,17.29257,NQSO
2373,1237648721237050042,GALAXY,22.6516,19.60587,20.82281,25.02039,19.11892,NQSO
2374,1237648721237049937,GALAXY,21.25909,18.89575,19.67834,22.90133,18.4922,NQSO
2375,1237648721237049647,STAR,21.62088,20.80926,20.95605,25.37364,20.60854,NQSO
2376,1237648721237049543,GALAXY,18.00803,17.24352,17.50571,19.1228,17.04095,NQSO
2377,1237648721237049443,STAR,21.84084,21.39244,21.48196,23.83233,21.4284,NQSO
2378,1237648721237049437,STAR,18.88617,19.07659,18.95565,20.15915,19.12559,NQSO
2379,1237648721237049386,QSO,19.03065,18.73107,18.75235,19.10873,18.77796,QSO
2380,1237648721237049363,STAR,18.79122,19.5365,19.2529,18.60498,19.80434,NQSO
2381,1237648721236984590,STAR,23.44857,20.23723,21.54613,25.0645,19.26944,NQSO
2382,1237648721236984400,GALAXY,21.46008,18.88427,19.85276,22.49133,18.36612,NQSO
2383,1237648721236984334,GALAXY,22.41574,19.60229,20.53137,23.77112,19.15825,NQSO
2384,1237648721236984204,GALAXY,22.39058,19.78186,20.83541,23.18011,19.229,NQSO
2385,1237648721236984156,STAR,21.19187,20.76258,20.87399,22.98633,20.6239,NQSO
2386,1237648721236984118,QSO,21.14004,21.12126,21.09514,21.86877,20.73391,QSO
2387,1237648721236984076,GALAXY,22.16197,19.41408,20.45724,24.74087,19.14455,NQSO
2388,1237648721236983935,STAR,19.21689,19.67687,19.4131,19.69335,19.9103,NQSO
2389,1237648721236983933,GALAXY,20.33084,17.75831,18.37576,25.34528,17.37416,NQSO
2390,1237648721236983901,GALAXY,21.07459,18.62049,19.46639,24.56763,18.29701,NQSO
2391,1237648721236983874,GALAXY,20.08658,17.87495,18.50141,21.92841,17.49499,NQSO
2392,1237648721236983863,STAR,17.19006,16.70345,16.83622,18.2435,16.65655,NQSO
2393,1237648721236919015,GALAXY,21.7777,19.0848,19.91049,24.70636,18.60582,NQSO
2394,1237648721236918959,QSO,21.84736,21.66638,21.57914,24.60159,21.64753,NQSO
2395,1237648721236918938,GALAXY,21.74331,19.71876,20.6087,23.66163,19.34126,NQSO
2396,1237648721236918911,GALAXY,21.51813,19.24428,20.05688,26.15365,18.75477,NQSO
2397,1237648721236918846,GALAXY,21.99782,19.98467,20.91377,23.89366,19.44727,NQSO
2398,1237648721236918795,GALAXY,21.56522,19.25761,20.16012,25.37189,18.79763,NQSO
2399,1237648721236918554,QSO,20.93876,20.70894,20.70582,21.39359,20.54442,QSO
2400,1237648721236918551,STAR,21.3309,20.97652,20.98587,22.01314,20.65212,NQSO
2401,1237648721236918537,STAR,21.96205,21.46879,21.46949,25.42471,22.14436,NQSO
2402,1237648721236918468,QSO,21.75421,21.32836,21.33314,23.65035,21.16302,NQSO
2403,1237648721236918401,STAR,18.70303,19.0674,18.87622,19.88825,19.19839,NQSO
2404,1237648721236918365,GALAXY,18.17202,17.51345,17.78639,19.2859,17.3514,NQSO
2405,1237648721236918361,GALAXY,18.81536,17.25066,17.76451,20.31985,16.91376,NQSO
2406,1237648721236853729,GALAXY,22.23595,19.64561,20.61791,24.76056,19.0294,NQSO
2407,1237648721236853601,GALAXY,22.7699,19.35649,20.3524,23.06734,18.95051,NQSO
2408,1237648721236852889,GALAXY,21.19047,18.73569,19.42917,26.88935,18.32863,NQSO
2409,1237648721236787979,QSO,21.56827,21.07699,21.22428,24.4998,20.49062,NQSO
2410,1237648721236787971,GALAXY,22.56736,19.78971,20.60666,23.10654,19.37945,NQSO
2411,1237648721236787887,GALAXY,22.27597,19.29305,20.39425,23.71535,18.97009,NQSO
2412,1237648721236787684,GALAXY,21.72503,19.15487,19.94857,25.81065,18.6682,NQSO
2413,1237648721236787641,GALAXY,23.84673,19.11257,20.39312,25.60868,18.57349,NQSO
2414,1237648721236787585,QSO,21.19354,20.97588,20.94568,21.82028,20.57693,QSO
2415,1237648721236787541,GALAXY,20.90367,19.41104,20.0,21.13635,19.36655,NQSO
2416,1237648721236787530,GALAXY,24.30354,20.49689,21.84585,24.18299,19.92616,NQSO
2417,1237648721236787492,STAR,20.39616,19.88535,20.0594,21.23087,19.6098,NQSO
2418,1237648721236722577,GALAXY,22.77908,19.8182,20.89243,22.51423,19.55353,NQSO
2419,1237648721236722405,STAR,21.45676,21.50508,21.46984,22.42587,21.24454,NQSO
2420,1237648721236722296,GALAXY,23.93651,19.73393,20.97626,25.91772,19.19217,NQSO
2421,1237648721236722184,GALAXY,21.33102,19.68733,20.40458,21.88328,20.08058,NQSO
2422,1237648721236722076,GALAXY,22.39189,19.49148,20.56621,26.27349,18.94165,NQSO
2423,1237648721236721993,STAR,20.90114,20.63218,20.70412,21.49674,21.06064,NQSO
2424,1237648721236721884,GALAXY,17.99878,16.78389,17.19942,19.6446,16.45043,NQSO
2425,1237648721236721866,GALAXY,16.77472,15.49513,15.91292,18.56088,15.15851,NQSO
2426,1237648721236721836,GALAXY,17.83283,16.47063,16.96444,19.50199,16.10237,NQSO
2427,1237648704041386557,STAR,21.70067,21.4472,21.36663,24.64875,21.05686,NQSO
2428,1237648704041386531,GALAXY,21.3862,19.15232,19.91926,24.41331,18.57134,NQSO
2429,1237648704041386477,STAR,21.78058,21.76613,21.85882,23.59816,21.23435,NQSO
2430,1237648704041386113,GALAXY,18.8013,17.2005,17.71568,20.50506,16.86913,NQSO
2431,1237648704041386054,STAR,18.1106,17.73008,17.83865,18.96439,17.72899,NQSO
2432,1237648704041386052,STAR,16.53414,14.69491,15.23279,19.09767,14.3971,NQSO
2433,1237648704041386050,STAR,18.05957,17.6944,17.78465,18.9944,17.66945,NQSO
2434,1237648704041386042,QSO,17.50762,17.17244,17.25705,18.15803,17.18857,NQSO
2435,1237648704041386035,STAR,16.27396,15.55057,15.74296,17.6888,15.47986,NQSO
2436,1237648704041386025,STAR,17.6041,17.27336,17.3491,18.80058,17.23848,NQSO
2437,1237648704041386023,STAR,16.21049,16.22862,16.18936,17.24687,16.30079,NQSO
2438,1237648704041320865,GALAXY,21.67155,19.28101,20.19903,22.63498,18.81983,NQSO
2439,1237648704041320863,GALAXY,21.61028,18.91175,19.73207,26.44736,18.42349,NQSO
2440,1237648704041320779,STAR,21.16278,19.78014,20.09704,21.09113,19.72464,NQSO
2441,1237648704041320737,STAR,20.28456,19.94455,20.05665,21.30416,20.2029,NQSO
2442,1237648704041320721,STAR,20.26561,19.83824,20.03506,21.29332,19.9685,NQSO
2443,1237648704041320649,STAR,20.749,18.52197,19.23477,22.92281,18.05032,NQSO
2444,1237648704041320634,GALAXY,19.89757,17.78031,18.38143,21.37561,17.43774,NQSO
2445,1237648704041320604,GALAXY,18.19301,16.76769,17.20483,19.96655,16.44366,NQSO
2446,1237648704041320600,GALAXY,17.84858,16.22712,16.69855,19.8641,15.84914,NQSO
2447,1237648704041320556,STAR,19.64313,19.71804,19.63399,20.86614,19.84501,NQSO
2448,1237648704041320503,GALAXY,17.92792,16.4392,16.9331,19.69905,16.09706,NQSO
2449,1237648704041320480,STAR,16.89027,15.48278,15.84331,19.40635,15.40131,NQSO
2450,1237648704041255809,GALAXY,23.05691,20.00725,21.16424,25.55362,19.51763,NQSO
2451,1237648704041255628,GALAXY,21.71944,19.37229,20.40756,25.58867,18.82661,NQSO
2452,1237648704041255205,GALAXY,20.84873,19.88655,20.24234,21.75714,19.32568,NQSO
2453,1237648704041255115,GALAXY,18.38802,16.85528,17.31287,20.27107,16.48756,NQSO
2454,1237648704041255105,GALAXY,18.41316,16.92189,17.34782,20.28625,16.58965,NQSO
2455,1237648704041255102,STAR,18.95836,18.50763,18.61919,19.81842,18.47803,NQSO
2456,1237648704041255037,GALAXY,18.03671,17.55776,17.70568,19.01232,17.48117,NQSO
2457,1237648704041255030,STAR,19.8993,18.01575,18.57211,22.55657,17.64705,NQSO
2458,1237648704041255013,GALAXY,18.58803,16.92312,17.46353,20.49476,16.54035,NQSO
2459,1237648704041255011,GALAXY,18.57063,17.18997,17.66402,20.13897,16.82843,NQSO
2460,1237648704041255004,STAR,19.40611,19.1145,19.2034,20.49354,19.07782,NQSO
2461,1237648704041255002,GALAXY,18.06055,17.30064,17.59505,19.31843,17.15932,NQSO
2462,1237648704041254956,STAR,17.0164,16.73615,16.81375,18.18394,16.72193,NQSO
2463,1237648704041254936,GALAXY,22.34426,19.78564,20.58272,24.56876,19.50591,NQSO
2464,1237648704041189944,GALAXY,21.56193,19.28972,20.1118,23.56432,18.77345,NQSO
2465,1237648704041189601,QSO,21.04507,20.96793,20.98489,21.38955,20.61864,QSO
2466,1237648704041189532,STAR,19.62878,19.07232,19.18721,20.60789,18.95708,NQSO
2467,1237648704041189528,STAR,18.21477,17.45965,17.66864,19.51845,17.33916,NQSO
2468,1237648704041189516,GALAXY,17.93025,16.60009,17.0229,19.36154,16.26382,NQSO
2469,1237648704041189464,STAR,19.96842,18.6165,18.96492,21.92122,18.3771,NQSO
2470,1237648704041189456,GALAXY,18.51299,17.03776,17.50531,20.20492,16.6267,NQSO
2471,1237648704041189387,STAR,17.26715,16.81066,16.92721,18.21676,16.76025,NQSO
2472,1237648704041124533,QSO,21.36168,20.38468,20.52469,25.69162,20.48828,NQSO
2473,1237648704041124509,GALAXY,21.83093,19.48946,20.30357,24.46158,18.98001,NQSO
2474,1237648704041124500,GALAXY,22.00536,19.59842,20.54805,22.81051,19.10515,NQSO
2475,1237648704041124368,GALAXY,21.78049,19.50625,20.38899,22.36657,19.07779,NQSO
2476,1237648704041124361,GALAXY,22.23219,19.95267,21.18866,24.01701,19.69721,NQSO
2477,1237648704041124188,GALAXY,21.80857,19.54988,20.36112,25.79319,18.75185,NQSO
2478,1237648704041124153,STAR,20.24385,20.27788,20.18398,21.22739,20.35579,NQSO
2479,1237648704042041625,STAR,21.15799,20.81237,20.751,21.83996,20.68066,NQSO
2480,1237648704041124047,STAR,20.75792,18.45191,19.34192,23.70583,17.97519,NQSO
2481,1237648704041123897,STAR,17.02294,16.33753,16.53276,18.34458,16.27815,NQSO
2482,1237648704041123888,GALAXY,22.50942,19.65285,20.55721,23.79033,19.23487,NQSO
2483,1237648704041123886,STAR,15.18369,14.349,14.59275,16.77272,14.26528,NQSO
2484,1237648704041123869,STAR,16.19043,15.21168,15.45629,18.34395,15.12749,NQSO
2485,1237648704041123862,STAR,16.87137,16.09953,16.30234,18.47038,16.02788,NQSO
2486,1237648704041123850,STAR,17.05503,16.5688,16.69254,18.13875,16.54955,NQSO
2487,1237648704041059100,GALAXY,22.82571,19.81656,21.02033,25.13942,19.39375,NQSO
2488,1237648704041058932,STAR,21.59359,21.9152,21.60688,22.29679,21.2077,QSO
2489,1237648704041058869,STAR,20.74482,19.5584,19.87541,22.8473,19.37065,NQSO
2490,1237648704041058854,GALAXY,22.58817,20.02379,21.0841,24.92251,19.34943,NQSO
2491,1237648704041058607,GALAXY,21.76386,19.75332,20.50182,21.98013,19.5465,NQSO
2492,1237648704041058479,GALAXY,20.43072,18.11224,18.72772,23.31083,17.70689,NQSO
2493,1237648704041058368,GALAXY,23.2137,19.66504,20.83462,25.25117,19.12298,NQSO
2494,1237648704040993495,GALAXY,22.63414,19.66953,20.76977,26.24446,19.28864,NQSO
2495,1237648704040993442,GALAXY,21.91574,19.59819,20.83372,23.36343,19.13203,NQSO
2496,1237648704040993206,STAR,21.82167,21.30647,21.34661,24.49987,21.27589,NQSO
2497,1237648704040993109,GALAXY,21.99898,19.48956,20.37586,25.53632,19.08467,NQSO
2498,1237648704040992965,GALAXY,17.62685,16.34279,16.73855,19.56329,16.01651,NQSO
2499,1237648704040992956,STAR,19.24905,19.81738,19.57257,19.50371,20.08388,NQSO
2500,1237648704040992951,QSO,19.36027,18.28144,18.78553,19.85962,18.22672,NQSO
2501,1237648704040992948,STAR,17.53018,16.64022,16.89279,19.16762,16.52521,NQSO
2502,1237648704040992943,GALAXY,18.28504,16.76399,17.21195,20.20931,16.36452,NQSO
2503,1237648704040992833,STAR,16.19216,15.70586,15.83601,17.36194,15.69817,NQSO
